date,state,region,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential
2020-03-29,Mississippi,George County,-28,9,,,-28,
2020-03-29,Mississippi,Greene County,,-10,,,-23,
2020-03-29,Mississippi,Grenada County,-14,10,,,-15,
2020-03-29,Mississippi,Hancock County,-22,-7,,,-40,16
2020-03-29,Mississippi,Harrison County,-39,-13,51,-41,-44,10
2020-03-29,Mississippi,Hinds County,-28,0,10,-9,-29,9
2020-03-29,Mississippi,Holmes County,2,13,,,-30,
2020-03-29,Mississippi,Humphreys County,,-9,,,-30,
2020-03-29,Mississippi,Itawamba County,-33,14,,,-28,
2020-03-29,Mississippi,Jackson County,-28,-9,19,-38,-38,10
2020-03-29,Mississippi,Jasper County,-22,-3,,,-18,
2020-03-29,Mississippi,Jefferson Davis County,,6,,,-34,
2020-03-29,Mississippi,Jones County,-24,1,,,-28,11
2020-03-29,Mississippi,Kemper County,,,,,-26,
2020-03-29,Mississippi,Lafayette County,-46,-21,,,-35,10
2020-03-29,Mississippi,Lamar County,-52,-11,,-44,-25,14
2020-03-29,Mississippi,Lauderdale County,-38,-14,8,-29,-35,14
2020-03-29,Mississippi,Lawrence County,,4,,,-30,
2020-03-29,Mississippi,Leake County,-21,-23,,,-26,
2020-03-29,Mississippi,Lee County,-46,-12,,-26,-33,19
2020-03-29,Mississippi,Leflore County,-7,6,,,-15,
2020-03-29,Mississippi,Lincoln County,-22,-13,,,-25,
2020-03-29,Mississippi,Lowndes County,-33,8,,-39,-28,13
2020-03-29,Mississippi,Madison County,-33,-11,45,-45,-37,21
2020-03-29,Mississippi,Marion County,-17,-7,,,-15,
2020-03-29,Mississippi,Marshall County,-14,4,,,-22,5
2020-03-29,Mississippi,Monroe County,-46,-7,,,-31,0
2020-03-29,Mississippi,Montgomery County,-50,-23,,-22,-17,
2020-03-29,Mississippi,Neshoba County,-23,-7,,,-27,
2020-03-29,Mississippi,Newton County,-19,-7,,,-16,
2020-03-29,Mississippi,Noxubee County,-5,10,,,-19,
2020-03-29,Mississippi,Oktibbeha County,-44,-20,,,-32,2
2020-03-29,Mississippi,Panola County,-8,7,,-28,-22,-3
2020-03-29,Mississippi,Pearl River County,-18,0,,-24,-28,14
2020-03-29,Mississippi,Perry County,,-4,-22,,-27,
2020-03-29,Mississippi,Pike County,-27,-9,,-28,-19,-2
2020-03-29,Mississippi,Pontotoc County,-28,-3,,,-29,-1
2020-03-29,Mississippi,Prentiss County,-23,-3,,,-25,
2020-03-29,Mississippi,Quitman County,,,,,-32,
2020-03-29,Mississippi,Rankin County,-42,-12,-9,-42,-27,10
2020-03-29,Mississippi,Scott County,-27,-1,,-9,-17,
2020-03-29,Mississippi,Simpson County,-25,-3,,-40,-20,
2020-03-29,Mississippi,Smith County,,7,,,-21,
2020-03-29,Mississippi,Stone County,-18,-22,,,-28,
2020-03-29,Mississippi,Sunflower County,-9,25,,-20,-10,
2020-03-29,Mississippi,Tallahatchie County,,-6,,,-31,
2020-03-29,Mississippi,Tate County,-24,-1,,-8,-28,
2020-03-29,Mississippi,Tippah County,-26,-17,,,-25,
2020-03-29,Mississippi,Tishomingo County,-2,8,,,-22,
2020-03-29,Mississippi,Tunica County,-50,16,,,-44,
2020-03-29,Mississippi,Union County,-25,-8,,-20,-32,
2020-03-29,Mississippi,Walthall County,-47,2,,,-28,
2020-03-29,Mississippi,Warren County,-26,-11,-20,,-28,15
2020-03-29,Mississippi,Washington County,-22,5,,,-18,11
2020-03-29,Mississippi,Wayne County,-25,11,,,-21,
2020-03-29,Mississippi,Webster County,-41,-9,,,-33,
2020-03-29,Mississippi,Wilkinson County,,-8,,,-28,
2020-03-29,Mississippi,Winston County,-6,-6,,,-23,
2020-03-29,Mississippi,Yalobusha County,,-2,,,-28,
2020-03-29,Mississippi,Yazoo County,-19,11,,,-20,
2020-03-29,Missouri,Total,-38,-12,73,-34,-32,9
2020-03-29,Missouri,Adair County,-40,55,,,-20,-1
2020-03-29,Missouri,Andrew County,-63,5,,,-32,
2020-03-29,Missouri,Audrain County,-29,-9,,,-20,6
2020-03-29,Missouri,Barry County,-18,19,,,-26,9
2020-03-29,Missouri,Barton County,-18,,,,-25,
2020-03-29,Missouri,Bates County,-20,15,,,-18,
2020-03-29,Missouri,Benton County,-32,128,,,-24,
2020-03-29,Missouri,Bollinger County,-50,-18,,,-35,
2020-03-29,Missouri,Boone County,-55,-18,65,-58,-36,10
2020-03-29,Missouri,Buchanan County,-29,2,,-5,-22,7
2020-03-29,Missouri,Butler County,-23,-5,,,-20,10
2020-03-29,Missouri,Caldwell County,,,,,-20,
2020-03-29,Missouri,Callaway County,-36,-1,,,-20,18
2020-03-29,Missouri,Camden County,-28,16,,,-36,13
2020-03-29,Missouri,Cape Girardeau County,-43,-20,0,,-33,12
2020-03-29,Missouri,Carroll County,-28,,,,-19,
2020-03-29,Missouri,Cass County,-26,-17,29,-14,-33,9
2020-03-29,Missouri,Cedar County,-15,-5,,,-28,
2020-03-29,Missouri,Chariton County,,,,,-30,
2020-03-29,Missouri,Christian County,-30,-10,-19,,-33,13
2020-03-29,Missouri,Clark County,,-10,,-46,-4,
2020-03-29,Missouri,Clay County,-32,-17,214,-30,-38,10
2020-03-29,Missouri,Clinton County,-76,-8,,,-31,
2020-03-29,Missouri,Cole County,-44,-23,,,-29,19
2020-03-29,Missouri,Cooper County,-27,-19,,-15,-20,
2020-03-29,Missouri,Crawford County,-20,-7,,-7,-17,
2020-03-29,Missouri,Dade County,,,,,-13,
2020-03-29,Missouri,Dallas County,-11,8,,,-16,
2020-03-29,Missouri,Daviess County,,,,,-13,
2020-03-29,Missouri,DeKalb County,-7,3,,,-18,
2020-03-29,Missouri,Dent County,0,,,,-5,
2020-03-29,Missouri,Douglas County,-5,-14,,,-21,
2020-03-29,Missouri,Dunklin County,-15,10,,,-23,
2020-03-29,Missouri,Franklin County,-33,2,61,-12,-25,8
2020-03-29,Missouri,Gasconade County,-22,,,,-25,
2020-03-29,Missouri,Gentry County,,,,,-34,
2020-03-29,Missouri,Greene County,-45,-30,43,-34,-36,10
2020-03-29,Missouri,Grundy County,-16,-7,,,-10,
2020-03-29,Missouri,Harrison County,-25,-20,,-15,-20,
2020-03-29,Missouri,Henry County,-9,2,,,-20,-1
2020-03-29,Missouri,Hickory County,,,,,-2,
2020-03-29,Missouri,Howard County,,,,,-23,
2020-03-29,Missouri,Howell County,-36,-16,,-24,-28,12
2020-03-29,Missouri,Iron County,-18,4,104,,-9,
2020-03-29,Missouri,Jackson County,-43,-14,28,-13,-36,10
2020-03-29,Missouri,Jasper County,-26,-10,42,-11,-22,7
2020-03-29,Missouri,Jefferson County,-36,-16,94,6,-33,9
2020-03-29,Missouri,Johnson County,-28,-5,,,-20,16
2020-03-29,Missouri,Laclede County,-21,-2,,,-22,13
2020-03-29,Missouri,Lafayette County,-24,-8,,-19,-24,13
2020-03-29,Missouri,Lawrence County,-5,-2,,-17,-25,11
2020-03-29,Missouri,Lewis County,-14,,,,-13,
2020-03-29,Missouri,Lincoln County,-40,-14,,,-32,18
2020-03-29,Missouri,Linn County,-19,-7,,,-7,
2020-03-29,Missouri,Livingston County,-15,-6,,,-25,
2020-03-29,Missouri,Macon County,-29,-19,,-30,-19,
2020-03-29,Missouri,Madison County,-5,,,,-22,
2020-03-29,Missouri,Maries County,,,,,-21,
2020-03-29,Missouri,Marion County,-38,1,,-46,-26,13
2020-03-29,Missouri,McDonald County,-9,9,,,-25,-4
2020-03-29,Missouri,Miller County,-15,3,-32,,-24,-3
2020-03-29,Missouri,Mississippi County,-38,,,-13,-16,
2020-03-29,Missouri,Moniteau County,-18,14,,,-25,
2020-03-29,Missouri,Monroe County,-54,,,,-24,
2020-03-29,Missouri,Montgomery County,-54,-8,,,-18,
2020-03-29,Missouri,Morgan County,-17,23,,,-33,
2020-03-29,Missouri,New Madrid County,-22,-4,,-12,-23,
2020-03-29,Missouri,Newton County,-27,-7,7,-19,-26,13
2020-03-29,Missouri,Nodaway County,-30,-10,,,-16,
2020-03-29,Missouri,Oregon County,-2,4,,,-19,
2020-03-29,Missouri,Osage County,-47,-6,,,-26,
2020-03-29,Missouri,Ozark County,,,,,-17,
2020-03-29,Missouri,Pemiscot County,-37,5,,-27,-26,
2020-03-29,Missouri,Perry County,-33,-13,,,-33,
2020-03-29,Missouri,Pettis County,-27,7,,,-22,15
2020-03-29,Missouri,Phelps County,-37,-17,,-18,-27,16
2020-03-29,Missouri,Pike County,-28,-2,,,-26,
2020-03-29,Missouri,Platte County,-46,15,-19,-80,-40,15
2020-03-29,Missouri,Polk County,-24,-13,-46,,-23,10
2020-03-29,Missouri,Pulaski County,-32,-9,,-45,-19,13
2020-03-29,Missouri,Putnam County,,,,,-28,
2020-03-29,Missouri,Ralls County,-54,,,-9,-22,
2020-03-29,Missouri,Randolph County,-31,-17,,,-18,1
2020-03-29,Missouri,Ray County,-14,1,,,-22,7
2020-03-29,Missouri,Ripley County,-5,-2,,,-28,
2020-03-29,Missouri,Saline County,-26,0,,,3,0
2020-03-29,Missouri,Scott County,-34,0,,-19,-21,11
2020-03-29,Missouri,Shannon County,,,,,-29,
2020-03-29,Missouri,Shelby County,,,,,-28,
2020-03-29,Missouri,St. Charles County,-45,-13,63,-16,-37,11
2020-03-29,Missouri,St. Clair County,-27,-4,,,-17,
2020-03-29,Missouri,St. Francois County,-26,3,-29,,-15,13
2020-03-29,Missouri,St. Louis,-52,-7,34,-35,-36,11
2020-03-29,Missouri,St. Louis County,-45,-21,87,-59,-38,11
2020-03-29,Missouri,Ste. Genevieve County,-30,,,-3,-17,
2020-03-29,Missouri,Stoddard County,-19,-5,,,-18,-2
2020-03-29,Missouri,Stone County,-16,19,,,-39,9
2020-03-29,Missouri,Sullivan County,,,,,-7,
2020-03-29,Missouri,Taney County,-47,-7,41,,-49,13
2020-03-29,Missouri,Texas County,-21,13,,,-23,
2020-03-29,Missouri,Vernon County,-21,13,,-24,-14,
2020-03-29,Missouri,Warren County,-25,-5,,-4,-26,16
2020-03-29,Missouri,Washington County,-9,-9,,,-14,
2020-03-29,Missouri,Wayne County,-21,6,,,-29,
2020-03-29,Missouri,Webster County,-1,-13,,-38,-31,16
2020-03-29,Missouri,Wright County,-27,2,,,-19,
2020-03-29,Montana,Total,-51,-25,28,-37,-37,10
2020-03-29,Montana,Beaverhead County,-31,-11,,,-31,
2020-03-29,Montana,Big Horn County,-51,-7,,-13,-28,
2020-03-29,Montana,Blaine County,,,,,-41,
2020-03-29,Montana,Broadwater County,-62,-3,,,-33,
2020-03-29,Montana,Carbon County,-63,-30,,,-45,
2020-03-29,Montana,Cascade County,-48,-26,-22,-70,-32,12
2020-03-29,Montana,Custer County,-48,,,,-28,
2020-03-29,Montana,Dawson County,-60,-7,,,-23,
2020-03-29,Montana,Deer Lodge County,-57,-26,,,-31,
2020-03-29,Montana,Fergus County,-45,-31,,,-32,
2020-03-29,Montana,Flathead County,-53,-29,-35,-50,-42,10
2020-03-29,Montana,Gallatin County,-63,-39,61,-66,-51,12
2020-03-29,Montana,Glacier County,-71,-28,,,-45,
2020-03-29,Montana,Hill County,-42,-4,,,-24,
2020-03-29,Montana,Jefferson County,-69,,,,-36,
2020-03-29,Montana,Lake County,-41,-22,,,-31,1
2020-03-29,Montana,Lewis and Clark County,-51,-34,19,,-37,18
2020-03-29,Montana,Lincoln County,-79,-29,,,-38,
2020-03-29,Montana,Madison County,-100,,-42,,-44,
2020-03-29,Montana,Mineral County,,-54,,,-38,
2020-03-29,Montana,Missoula County,-55,-30,31,-28,-36,11
2020-03-29,Montana,Park County,-54,-29,,,-44,
2020-03-29,Montana,Pondera County,-53,,,,,
2020-03-29,Montana,Powell County,,,,,-30,
2020-03-29,Montana,Ravalli County,-49,-20,,,-39,11
2020-03-29,Montana,Richland County,-36,-22,,,-41,
2020-03-29,Montana,Roosevelt County,-25,-20,,,-42,
2020-03-29,Montana,Rosebud County,,,,,-30,
2020-03-29,Montana,Sanders County,-62,-27,,,-36,
2020-03-29,Montana,Silver Bow County,-45,-15,,-20,-37,13
2020-03-29,Montana,Stillwater County,-47,,,-4,-33,
2020-03-29,Montana,Teton County,,,,,-38,
2020-03-29,Montana,Valley County,-64,,,,-28,
2020-03-29,Montana,Yellowstone County,-49,-21,114,-45,-32,8
2020-03-29,Nebraska,Total,-34,-9,109,-18,-24,8
2020-03-29,Nebraska,Adams County,-24,-14,,,-18,13
2020-03-29,Nebraska,Box Butte County,-20,-7,,,-14,
2020-03-29,Nebraska,Buffalo County,-39,-16,,-3,-28,17
2020-03-29,Nebraska,Burt County,-58,,,,-18,
2020-03-29,Nebraska,Butler County,-53,,,,-19,
2020-03-29,Nebraska,Cass County,-33,,-63,,-28,12
2020-03-29,Nebraska,Cedar County,,,,,-19,
2020-03-29,Nebraska,Cherry County,-70,,,,-34,
2020-03-29,Nebraska,Cheyenne County,-21,-20,,-1,-26,
2020-03-29,Nebraska,Clay County,,,,,-28,
2020-03-29,Nebraska,Colfax County,-52,-10,,,-6,
2020-03-29,Nebraska,Cuming County,-29,,,,-24,
2020-03-29,Nebraska,Custer County,-33,-14,,,-14,
2020-03-29,Nebraska,Dakota County,-10,7,,,-23,1
2020-03-29,Nebraska,Dawes County,-26,,,,-30,
2020-03-29,Nebraska,Dawson County,-19,3,,,-12,-2
2020-03-29,Nebraska,Deuel County,,,,-5,,
2020-03-29,Nebraska,Dixon County,,,,,-25,
2020-03-29,Nebraska,Dodge County,-21,-5,,-2,-22,13
2020-03-29,Nebraska,Douglas County,-41,-7,55,-38,-30,9
2020-03-29,Nebraska,Fillmore County,,,,,-20,
2020-03-29,Nebraska,Gage County,-22,6,,,-21,1
2020-03-29,Nebraska,Hall County,-35,-20,,-15,-26,12
2020-03-29,Nebraska,Hamilton County,-58,,,-6,-22,
2020-03-29,Nebraska,Holt County,-20,6,,,-9,
2020-03-29,Nebraska,Howard County,,,,,-21,
2020-03-29,Nebraska,Jefferson County,-13,,,,-22,
2020-03-29,Nebraska,Kearney County,,,,,-29,
2020-03-29,Nebraska,Keith County,-31,-20,,14,-26,
2020-03-29,Nebraska,Kimball County,,,,,-41,
2020-03-29,Nebraska,Knox County,,,,,-25,
2020-03-29,Nebraska,Lancaster County,-39,-19,156,-18,-26,8
2020-03-29,Nebraska,Lincoln County,-29,-4,,-8,-14,14
2020-03-29,Nebraska,Madison County,-38,-7,,,-17,14
2020-03-29,Nebraska,Merrick County,-55,,,,-24,
2020-03-29,Nebraska,Morrill County,,,,,-22,
2020-03-29,Nebraska,Nemaha County,-56,,,,-27,
2020-03-29,Nebraska,Otoe County,-8,3,,,-16,
2020-03-29,Nebraska,Phelps County,-20,-8,,,-30,
2020-03-29,Nebraska,Pierce County,,,,,-24,
2020-03-29,Nebraska,Platte County,-34,-2,,-16,-17,15
2020-03-29,Nebraska,Polk County,,,,,-22,
2020-03-29,Nebraska,Red Willow County,-16,,,,-18,
2020-03-29,Nebraska,Richardson County,-24,-2,,,-13,
2020-03-29,Nebraska,Saline County,-17,-10,,,-24,
2020-03-29,Nebraska,Sarpy County,-36,-15,191,23,-30,9
2020-03-29,Nebraska,Saunders County,-29,18,,,-27,
2020-03-29,Nebraska,Scotts Bluff County,-25,-3,,,-18,14
2020-03-29,Nebraska,Seward County,-29,,,,-32,
2020-03-29,Nebraska,Stanton County,,,,,-20,
2020-03-29,Nebraska,Thayer County,,,,,-19,
2020-03-29,Nebraska,Thurston County,,,,,-30,
2020-03-29,Nebraska,Washington County,-18,-9,,,-23,
2020-03-29,Nebraska,Wayne County,-53,,,,-26,
2020-03-29,Nebraska,York County,-39,,,-12,-31,
2020-03-29,Nevada,Total,-47,-23,-38,-62,-52,14
2020-03-29,Nevada,Carson City,-36,-13,-3,,-35,18
2020-03-29,Nevada,Churchill County,-27,-11,,,-28,5
2020-03-29,Nevada,Clark County,-48,-26,-47,-66,-56,15
2020-03-29,Nevada,Douglas County,-58,-35,-35,,-47,18
2020-03-29,Nevada,Elko County,-40,10,7,-11,-35,17
2020-03-29,Nevada,Humboldt County,-46,-1,,-40,-20,
2020-03-29,Nevada,Lander County,-59,-12,,,-41,
2020-03-29,Nevada,Lyon County,-14,-5,,-10,-27,15
2020-03-29,Nevada,Mineral County,,,,-29,,
2020-03-29,Nevada,Nye County,-26,-15,-52,-20,-40,13
2020-03-29,Nevada,Pershing County,,,,6,-32,
2020-03-29,Nevada,Storey County,-73,,,,-38,
2020-03-29,Nevada,Washoe County,-44,-21,6,-64,-42,12
2020-03-29,Nevada,White Pine County,-65,-4,,-4,-23,
2020-03-29,New Hampshire,Total,-58,-35,-63,-63,-38,13
2020-03-29,New Hampshire,Belknap County,-52,-28,-53,,-35,18
2020-03-29,New Hampshire,Carroll County,-69,-30,-66,,-51,19
2020-03-29,New Hampshire,Cheshire County,-51,-36,-46,,-34,18
2020-03-29,New Hampshire,Coos County,-52,-21,-68,,-37,10
2020-03-29,New Hampshire,Grafton County,-62,-37,-71,-45,-44,20
2020-03-29,New Hampshire,Hillsborough County,-62,-37,-55,-57,-38,14
2020-03-29,New Hampshire,Merrimack County,-58,-31,-59,-76,-37,13
2020-03-29,New Hampshire,Rockingham County,-59,-36,-63,-60,-39,14
2020-03-29,New Hampshire,Strafford County,-51,-38,-53,-39,-38,13
2020-03-29,New Hampshire,Sullivan County,-45,-22,,,-28,16
2020-03-29,New Jersey,Total,-59,-33,-36,-70,-44,16
2020-03-29,New Jersey,Atlantic County,-56,-30,11,-72,-55,16
2020-03-29,New Jersey,Bergen County,-66,-37,-64,-64,-50,19
2020-03-29,New Jersey,Burlington County,-53,-39,7,-53,-38,14
2020-03-29,New Jersey,Camden County,-50,-30,-29,-59,-37,13
2020-03-29,New Jersey,Cape May County,-49,-27,-14,-59,-41,19
2020-03-29,New Jersey,Cumberland County,-36,-19,-35,-28,-25,10
2020-03-29,New Jersey,Essex County,-60,-27,-50,-78,-43,17
2020-03-29,New Jersey,Gloucester County,-54,-30,-3,-15,-36,13
2020-03-29,New Jersey,Hudson County,-62,-38,-69,-72,-51,18
2020-03-29,New Jersey,Hunterdon County,-64,-35,21,-31,-42,28
2020-03-29,New Jersey,Mercer County,-55,-25,-27,-74,-43,15
2020-03-29,New Jersey,Middlesex County,-64,-41,-31,-77,-44,17
2020-03-29,New Jersey,Monmouth County,-62,-34,-32,-67,-44,17
2020-03-29,New Jersey,Morris County,-63,-39,-43,-64,-47,18
2020-03-29,New Jersey,Ocean County,-55,-31,-25,-58,-42,15
2020-03-29,New Jersey,Passaic County,-66,-34,-53,-55,-46,16
2020-03-29,New Jersey,Salem County,-39,-21,-22,-61,-28,18
2020-03-29,New Jersey,Somerset County,-61,-36,-31,-60,-47,17
2020-03-29,New Jersey,Sussex County,-57,-27,-39,-53,-39,15
2020-03-29,New Jersey,Union County,-62,-32,-40,-61,-44,17
2020-03-29,New Jersey,Warren County,-47,-37,-35,-40,-35,14
2020-03-29,New Mexico,Total,-44,-18,-12,-31,-34,11
2020-03-29,New Mexico,Bernalillo County,-46,-22,8,-43,-37,11
2020-03-29,New Mexico,Chaves County,-46,-26,-41,-49,-26,12
2020-03-29,New Mexico,Cibola County,-27,-7,,-16,-30,
2020-03-29,New Mexico,Colfax County,-62,-29,,-26,-40,
2020-03-29,New Mexico,Curry County,-38,-17,-32,-38,-25,16
2020-03-29,New Mexico,Doña Ana County,-41,-19,-15,-34,-33,12
2020-03-29,New Mexico,Eddy County,-38,-20,-39,-35,-20,12
2020-03-29,New Mexico,Grant County,-35,-9,,,-25,2
2020-03-29,New Mexico,Guadalupe County,-39,-30,,-9,,
2020-03-29,New Mexico,Hidalgo County,-57,,,-31,,
2020-03-29,New Mexico,Lea County,-44,-9,-24,-34,-26,13
2020-03-29,New Mexico,Lincoln County,-71,-41,-72,,-48,
2020-03-29,New Mexico,Los Alamos County,-70,-33,,,-53,
2020-03-29,New Mexico,Luna County,-41,-16,-45,-22,-22,
2020-03-29,New Mexico,McKinley County,-41,1,,-13,-20,22
2020-03-29,New Mexico,Otero County,-39,-25,-58,,-36,19
2020-03-29,New Mexico,Quay County,-10,-4,,-7,-25,
2020-03-29,New Mexico,Rio Arriba County,-30,-20,,,-37,12
2020-03-29,New Mexico,Roosevelt County,-31,-23,,,-22,
2020-03-29,New Mexico,San Juan County,-42,-15,2,-38,-26,10
2020-03-29,New Mexico,San Miguel County,-29,-22,,-41,-29,-1
2020-03-29,New Mexico,Sandoval County,-34,-13,3,-28,-42,11
2020-03-29,New Mexico,Santa Fe County,-52,-23,-23,-51,-44,12
2020-03-29,New Mexico,Sierra County,-44,-4,,,-24,
2020-03-29,New Mexico,Socorro County,-42,-8,,,-36,
2020-03-29,New Mexico,Taos County,-59,-29,-36,,-52,1
2020-03-29,New Mexico,Torrance County,-24,-7,,-8,-25,
2020-03-29,New Mexico,Union County,,,,-34,,
2020-03-29,New Mexico,Valencia County,-38,-8,-10,-21,-33,13
2020-03-29,New York,Total,-62,-32,-47,-68,-46,16
2020-03-29,New York,Albany County,-59,-30,-15,-64,-36,13
2020-03-29,New York,Allegany County,-40,-15,,,-33,18
2020-03-29,New York,Bronx County,-64,-30,-51,-55,-50,16
2020-03-29,New York,Broome County,-51,-27,5,-43,-34,11
2020-03-29,New York,Cattaraugus County,-40,-15,-37,,-32,18
2020-03-29,New York,Cayuga County,-39,-15,,-49,-29,20
2020-03-29,New York,Chautauqua County,-33,-8,-22,,-26,8
2020-03-29,New York,Chemung County,-48,-14,,-58,-29,14
2020-03-29,New York,Chenango County,-38,-12,,,-23,20
2020-03-29,New York,Clinton County,-52,-18,,-67,-29,18
2020-03-29,New York,Columbia County,-51,-40,,-36,-35,19
2020-03-29,New York,Cortland County,-42,-9,,,-31,22
2020-03-29,New York,Delaware County,-48,-23,,,-29,10
2020-03-29,New York,Dutchess County,-54,-28,-34,-72,-38,14
2020-03-29,New York,Erie County,-52,-23,64,-49,-37,10
2020-03-29,New York,Essex County,-68,-35,-70,,-48,3
2020-03-29,New York,Franklin County,-44,-18,,,-34,17
2020-03-29,New York,Fulton County,-38,-25,,,-23,15
2020-03-29,New York,Genesee County,-25,-22,,-56,-27,20
2020-03-29,New York,Greene County,-46,-30,-48,,-36,17
2020-03-29,New York,Herkimer County,-45,-19,,-70,-34,18
2020-03-29,New York,Jefferson County,-48,-24,,,-27,9
2020-03-29,New York,Kings County,-68,-33,-55,-63,-51,18
2020-03-29,New York,Lewis County,-49,-17,,,-29,
2020-03-29,New York,Livingston County,-36,-7,,-37,-30,21
2020-03-29,New York,Madison County,-40,-18,,-62,-36,22
2020-03-29,New York,Monroe County,-48,-27,115,-41,-36,11
2020-03-29,New York,Montgomery County,-40,-20,,2,-23,17
2020-03-29,New York,Nassau County,-66,-34,-60,-69,-47,19
2020-03-29,New York,New York County,-86,-51,-79,-78,-57,19
2020-03-29,New York,Niagara County,-40,-15,14,-59,-33,10
2020-03-29,New York,Oneida County,-45,-25,-6,-50,-33,10
2020-03-29,New York,Onondaga County,-53,-29,38,-55,-36,11
2020-03-29,New York,Ontario County,-55,-21,-26,-62,-35,9
2020-03-29,New York,Orange County,-58,-38,-24,-61,-40,15
2020-03-29,New York,Orleans County,-22,-7,,,-27,19
2020-03-29,New York,Oswego County,-39,-14,15,,-26,10
2020-03-29,New York,Otsego County,-49,-29,,,-36,19
2020-03-29,New York,Putnam County,-54,-31,-36,-69,-40,28
2020-03-29,New York,Queens County,-69,-37,-52,-75,-58,20
2020-03-29,New York,Rensselaer County,-50,-23,-25,-54,-36,12
2020-03-29,New York,Richmond County,-59,-31,-48,-60,-42,17
2020-03-29,New York,Rockland County,-67,-35,-49,-68,-47,20
2020-03-29,New York,Saratoga County,-60,-29,-48,-52,-35,13
2020-03-29,New York,Schenectady County,-46,-24,-20,-48,-31,12
2020-03-29,New York,Schoharie County,-38,-22,,,-19,3
2020-03-29,New York,Schuyler County,-35,-4,,,-29,
2020-03-29,New York,Seneca County,-42,31,,-67,-34,15
2020-03-29,New York,St. Lawrence County,-45,-22,-47,,-30,11
2020-03-29,New York,Steuben County,-39,-23,-12,-22,-29,10
2020-03-29,New York,Suffolk County,-58,-31,-42,-70,-41,16
2020-03-29,New York,Sullivan County,-40,-8,,,-34,18
2020-03-29,New York,Tioga County,-63,-15,,,-35,19
2020-03-29,New York,Tompkins County,-59,-34,28,-50,-48,28
2020-03-29,New York,Ulster County,-53,-30,-41,-69,-35,14
2020-03-29,New York,Warren County,-56,-21,-46,-43,-36,18
2020-03-29,New York,Washington County,-48,-19,,,-24,17
2020-03-29,New York,Wayne County,-31,-8,,,-30,13
2020-03-29,New York,Westchester County,-64,-37,-47,-66,-47,18
2020-03-29,New York,Wyoming County,-26,-4,,,-21,19
2020-03-29,New York,Yates County,-34,-13,,,-31,
2020-03-29,North Carolina,Total,-40,-15,13,-51,-35,10
2020-03-29,North Carolina,Alamance County,-39,-7,34,-18,-33,9
2020-03-29,North Carolina,Alexander County,-24,10,,,-23,12
2020-03-29,North Carolina,Alleghany County,-31,-11,,,-22,
2020-03-29,North Carolina,Anson County,-43,2,,,-21,
2020-03-29,North Carolina,Ashe County,-5,1,,,-29,
2020-03-29,North Carolina,Avery County,-50,-18,,,-28,
2020-03-29,North Carolina,Beaufort County,-22,-7,58,,-25,13
2020-03-29,North Carolina,Bertie County,105,-3,,,-20,
2020-03-29,North Carolina,Bladen County,-14,5,-27,,-21,12
2020-03-29,North Carolina,Brunswick County,-27,-11,26,-33,-33,8
2020-03-29,North Carolina,Buncombe County,-60,-30,-9,-70,-45,13
2020-03-29,North Carolina,Burke County,-26,-3,30,,-24,7
2020-03-29,North Carolina,Cabarrus County,-50,-26,6,-33,-41,12
2020-03-29,North Carolina,Caldwell County,-20,-8,-2,,-29,7
2020-03-29,North Carolina,Camden County,-41,,,,-30,
2020-03-29,North Carolina,Carteret County,-25,-13,-2,,-33,8
2020-03-29,North Carolina,Caswell County,-25,38,,,-32,
2020-03-29,North Carolina,Catawba County,-41,-8,49,-11,-29,8
2020-03-29,North Carolina,Chatham County,-21,-20,0,,-35,17
2020-03-29,North Carolina,Cherokee County,-33,-14,,,-43,1
2020-03-29,North Carolina,Chowan County,-11,-1,,,-12,
2020-03-29,North Carolina,Clay County,-26,-14,,,-32,
2020-03-29,North Carolina,Cleveland County,-33,-5,8,,-27,7
2020-03-29,North Carolina,Columbus County,-19,3,,,-23,10
2020-03-29,North Carolina,Craven County,-30,-2,35,-25,-32,7
2020-03-29,North Carolina,Cumberland County,-31,-11,18,-32,-34,8
2020-03-29,North Carolina,Currituck County,-14,-7,,,-27,8
2020-03-29,North Carolina,Dare County,-45,-27,3,,-31,12
2020-03-29,North Carolina,Davidson County,-32,-12,60,-18,-31,9
2020-03-29,North Carolina,Davie County,-28,-9,,-27,-30,14
2020-03-29,North Carolina,Duplin County,-34,-3,,-20,-25,11
2020-03-29,North Carolina,Durham County,-50,-28,-7,-36,-43,13
2020-03-29,North Carolina,Edgecombe County,-9,12,,,-26,12
2020-03-29,North Carolina,Forsyth County,-45,-28,57,-17,-39,11
2020-03-29,North Carolina,Franklin County,-21,-8,,,-39,16
2020-03-29,North Carolina,Gaston County,-38,-26,-7,,-33,10
2020-03-29,North Carolina,Gates County,,,,,-28,
2020-03-29,North Carolina,Graham County,,,,,-30,
2020-03-29,North Carolina,Granville County,-18,-14,,,-32,16
2020-03-29,North Carolina,Greene County,-37,-6,-14,,-31,
2020-03-29,North Carolina,Guilford County,-47,-29,20,-42,-39,12
2020-03-29,North Carolina,Halifax County,-23,-8,,,-20,11
2020-03-29,North Carolina,Harnett County,-23,-3,0,-9,-32,8
2020-03-29,North Carolina,Haywood County,-40,-21,24,-19,-35,9
2020-03-29,North Carolina,Henderson County,-49,-26,25,-46,-38,11
