date,country,region,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential
2020-04-05,Estonia,Rapla County,-70,-11,,,-48,
2020-04-05,Estonia,Saare County,-84,-41,,-73,-58,
2020-04-05,Estonia,Tartu County,-58,-26,39,-44,-32,27
2020-04-05,Estonia,Valga County,-46,-23,,,-43,
2020-04-05,Estonia,Viljandi County,-53,-21,,-35,-21,
2020-04-05,Estonia,Võru County,-75,-5,,,-50,
2020-04-05,Egypt,Total,-46,-11,-36,-51,-35,15
2020-04-05,Spain,Total,-94,-77,-90,-89,-68,23
2020-04-05,Spain,Andalusia,-95,-80,-89,-90,-67,22
2020-04-05,Spain,Aragon,-93,-75,-86,-90,-68,21
2020-04-05,Spain,Asturias,-95,-77,-88,-81,-65,24
2020-04-05,Spain,Balearic Islands,-93,-69,-91,-91,-66,22
2020-04-05,Spain,Basque Country,-94,-76,-92,-88,-69,23
2020-04-05,Spain,Canary Islands,-94,-75,-92,-89,-69,21
2020-04-05,Spain,Cantabria,-95,-75,-92,-89,-64,24
2020-04-05,Spain,Castile and León,-95,-78,-86,-90,-65,23
2020-04-05,Spain,Castile-La Mancha,-94,-78,-85,-90,-66,22
2020-04-05,Spain,Catalonia,-94,-75,-89,-88,-68,22
2020-04-05,Spain,Ceuta,-90,-82,-91,,-66,4
2020-04-05,Spain,Community of Madrid,-94,-73,-92,-90,-69,23
2020-04-05,Spain,Extremadura,-94,-73,-82,-89,-63,23
2020-04-05,Spain,Galicia,-93,-79,-86,-89,-64,25
2020-04-05,Spain,La Rioja,-95,-75,-90,-92,-69,24
2020-04-05,Spain,Melilla,-92,-84,-88,-78,-59,-2
2020-04-05,Spain,Navarre,-93,-77,-88,-89,-67,24
2020-04-05,Spain,Region of Murcia,-94,-84,-91,-87,-66,25
2020-04-05,Spain,Valencian Community,-95,-85,-92,-91,-70,23
2020-04-05,Finland,Total,-47,-13,73,-57,-25,8
2020-04-05,Finland,Central Finland,-43,-15,80,-74,-25,8
2020-04-05,Finland,Central Ostrobothnia,-38,-3,,-55,-22,17
2020-04-05,Finland,Kainuu,-52,-17,9,-57,-26,17
2020-04-05,Finland,Kymenlaakso,-47,-15,89,-69,-21,9
2020-04-05,Finland,Lapland,-63,-22,60,-77,-35,6
2020-04-05,Finland,North Karelia,-51,-15,50,-58,-22,16
2020-04-05,Finland,Northern Ostrobothnia,-46,-16,95,-52,-26,8
2020-04-05,Finland,Northern Savonia,-53,-11,61,-50,-24,7
2020-04-05,Finland,Ostrobothnia,-41,-10,80,-58,-19,8
2020-04-05,Finland,Pirkanmaa,-48,-14,67,-51,-25,8
2020-04-05,Finland,Päijänne Tavastia,-51,-15,56,-49,-24,8
2020-04-05,Finland,Satakunta,-41,-14,64,-43,-18,7
2020-04-05,Finland,South Karelia,-53,-16,35,-66,-26,18
2020-04-05,Finland,Southern Ostrobothnia,-46,-12,47,-55,-20,10
2020-04-05,Finland,Southern Savonia,-52,-13,60,-66,-22,16
2020-04-05,Finland,Southwest Finland,-45,-14,65,-41,-23,8
2020-04-05,Finland,Tavastia Proper,-48,-17,56,-61,-21,9
2020-04-05,Finland,Uusimaa,-45,-12,76,-62,-29,10
2020-04-05,Fiji,Total,-52,-33,-28,-66,-17,18
2020-04-05,France,Total,-85,-62,-73,-82,-53,17
2020-04-05,France,Auvergne-Rhône-Alpes,-85,-64,-68,-85,-52,18
2020-04-05,France,Bourgogne-Franche-Comté,-83,-67,-61,-84,-49,17
2020-04-05,France,Brittany,-84,-67,-74,-81,-50,17
2020-04-05,France,Centre-Val de Loire,-81,-64,-68,-86,-48,16
2020-04-05,France,Corsica,-86,-59,-70,-83,-53,20
2020-04-05,France,Grand Est,-84,-64,-62,-83,-54,16
2020-04-05,France,Hauts-de-France,-83,-55,-69,-82,-50,16
2020-04-05,France,Normandy,-82,-59,-67,-85,-48,16
2020-04-05,France,Nouvelle-Aquitaine,-84,-67,-72,-82,-49,18
2020-04-05,France,Occitanie,-84,-64,-68,-84,-50,17
2020-04-05,France,Pays de la Loire,-84,-69,-68,-85,-50,18
2020-04-05,France,Provence-Alpes-Côte d'Azur,-87,-60,-80,-82,-54,18
2020-04-05,France,Île-de-France,-90,-56,-83,-82,-59,19
2020-04-05,Gabon,Total,-37,-24,-21,-41,-10,13
2020-04-05,United Kingdom,Total,-82,-41,-29,-70,-54,15
2020-04-05,United Kingdom,Aberdeen City,-84,-37,-39,-71,-57,30
2020-04-05,United Kingdom,Aberdeenshire,-76,-44,-35,-55,-51,27
2020-04-05,United Kingdom,Angus council,-79,-41,-28,-43,-48,20
2020-04-05,United Kingdom,Antrim And Newtownabbey,-79,-47,-70,-89,-53,30
2020-04-05,United Kingdom,Ards And North Down,-76,-37,-59,-53,-56,29
2020-04-05,United Kingdom,Argyll and Bute Council,-84,-42,-35,-64,-54,8
2020-04-05,United Kingdom,Armagh City and Banbridge And Craigavon,-80,-39,-74,-66,-47,28
2020-04-05,United Kingdom,Bath and North East Somerset,-90,-47,-37,-71,-64,31
2020-04-05,United Kingdom,Bedford,-83,-42,-21,-67,-47,29
2020-04-05,United Kingdom,Belfast,-83,-41,-60,-76,-58,17
2020-04-05,United Kingdom,Blackburn with Darwen,-81,-37,,-66,-46,26
2020-04-05,United Kingdom,Blackpool,-85,-38,-52,-60,-51,24
2020-04-05,United Kingdom,Blaenau Gwent,-73,-44,,-49,-43,12
2020-04-05,United Kingdom,Borough of Halton,-74,-39,-28,-57,-46,26
2020-04-05,United Kingdom,Bracknell Forest,-79,-37,-36,-63,-55,31
2020-04-05,United Kingdom,Bridgend County Borough,-81,-42,-43,-58,-51,26
2020-04-05,United Kingdom,Brighton and Hove,-86,-41,-25,-69,-62,30
2020-04-05,United Kingdom,Buckinghamshire,-82,-39,-16,-68,-57,16
2020-04-05,United Kingdom,Caerphilly County Borough,-74,-38,-39,-39,-47,26
2020-04-05,United Kingdom,Cambridgeshire,-84,-41,-21,-76,-53,15
2020-04-05,United Kingdom,Cardiff,-84,-43,-42,-76,-59,16
2020-04-05,United Kingdom,Carmarthenshire,-79,-35,-50,-58,-49,25
2020-04-05,United Kingdom,Causeway Coast and Glens,-86,-41,-73,-67,-53,28
2020-04-05,United Kingdom,Central Bedfordshire,-78,-38,-7,-71,-53,19
2020-04-05,United Kingdom,Ceredigion,-84,-48,-56,-64,-57,6
2020-04-05,United Kingdom,Cheshire East,-81,-43,-53,-76,-51,14
2020-04-05,United Kingdom,Cheshire West and Chester,-87,-44,-46,-75,-57,15
2020-04-05,United Kingdom,City of Bristol,-86,-43,-5,-78,-55,18
2020-04-05,United Kingdom,Clackmannanshire,-88,-36,,-64,-51,6
2020-04-05,United Kingdom,Conwy Principal Area,-83,-43,-55,-57,-54,23
2020-04-05,United Kingdom,Cornwall,-84,-49,-50,-61,-54,14
2020-04-05,United Kingdom,County Durham,-79,-38,-27,-56,-52,13
2020-04-05,United Kingdom,Cumbria,-83,-47,-40,-69,-57,14
2020-04-05,United Kingdom,Darlington,-80,-41,-25,-70,-48,27
2020-04-05,United Kingdom,Denbighshire,-79,-42,-44,-59,-47,14
2020-04-05,United Kingdom,Derby,-82,-41,-36,-78,-51,19
2020-04-05,United Kingdom,Derbyshire,-83,-40,-38,-59,-52,14
2020-04-05,United Kingdom,Derry And Strabane,-79,-37,-65,-61,-55,27
2020-04-05,United Kingdom,Devon,-85,-46,-41,-66,-53,14
2020-04-05,United Kingdom,Dorset,-84,-44,-43,-63,-55,15
2020-04-05,United Kingdom,Dumfries and Galloway,-78,-41,-43,-69,-48,23
2020-04-05,United Kingdom,Dundee City Council,-80,-48,7,-73,-55,26
2020-04-05,United Kingdom,East Ayrshire Council,-78,-36,,-55,-51,26
2020-04-05,United Kingdom,East Dunbartonshire Council,-70,-36,,-50,-54,19
2020-04-05,United Kingdom,East Lothian Council,-81,-40,-30,-49,-53,17
2020-04-05,United Kingdom,East Renfrewshire Council,-64,-26,-51,-46,-56,19
2020-04-05,United Kingdom,East Riding of Yorkshire,-82,-40,-43,-40,-49,13
2020-04-05,United Kingdom,East Sussex,-82,-40,-27,-59,-53,13
2020-04-05,United Kingdom,Edinburgh,-86,-42,-34,-83,-67,18
2020-04-05,United Kingdom,Essex,-81,-43,-22,-80,-54,15
2020-04-05,United Kingdom,Falkirk,-75,-38,-21,-52,-45,28
2020-04-05,United Kingdom,Fermanagh And Omagh,-85,-41,-69,-69,-53,27
2020-04-05,United Kingdom,Fife,-78,-34,-23,-53,-49,13
2020-04-05,United Kingdom,Flintshire,-77,-39,-32,-49,-50,27
2020-04-05,United Kingdom,Glasgow City,-83,-41,-35,-81,-59,16
2020-04-05,United Kingdom,Gloucestershire,-84,-45,-39,-69,-53,15
2020-04-05,United Kingdom,Greater London,-84,-41,-15,-76,-61,18
2020-04-05,United Kingdom,Greater Manchester,-81,-41,-22,-78,-54,15
2020-04-05,United Kingdom,Gwynedd,-84,-52,-54,-54,-53,18
2020-04-05,United Kingdom,Hampshire,-83,-41,-29,-69,-52,15
2020-04-05,United Kingdom,Hartlepool,-81,-40,-54,-59,-43,19
2020-04-05,United Kingdom,Herefordshire,-83,-44,-24,-60,-47,25
2020-04-05,United Kingdom,Hertfordshire,-82,-41,-11,-69,-55,16
2020-04-05,United Kingdom,Highland Council,-81,-43,-36,-66,-53,24
2020-04-05,United Kingdom,Inverclyde,-79,-32,-46,-60,-51,15
2020-04-05,United Kingdom,Isle of Anglesey,-79,-41,-45,-60,-48,7
2020-04-05,United Kingdom,Isle of Wight,-84,-44,-41,-73,-51,23
2020-04-05,United Kingdom,Kent,-82,-43,-25,-62,-50,14
2020-04-05,United Kingdom,Kingston upon Hull,-80,-36,-15,-63,-46,13
2020-04-05,United Kingdom,Lancashire,-81,-41,-17,-65,-50,14
2020-04-05,United Kingdom,Leicester,-79,-40,-8,-74,-49,14
2020-04-05,United Kingdom,Leicestershire,-80,-41,-32,-68,-51,14
2020-04-05,United Kingdom,Lincolnshire,-80,-40,-39,-58,-45,13
2020-04-05,United Kingdom,Lisburn and Castlereagh,-83,-43,-81,-63,-54,31
2020-04-05,United Kingdom,Luton,-73,-30,2,-88,-46,19
2020-04-05,United Kingdom,Medway,-80,-33,-26,-63,-49,14
2020-04-05,United Kingdom,Merseyside,-82,-39,-38,-72,-52,15
2020-04-05,United Kingdom,Merthyr Tydfil County Borough,-82,-46,,-46,-48,8
2020-04-05,United Kingdom,Mid And East Antrim,-81,-38,-55,-57,-54,28
2020-04-05,United Kingdom,Mid Ulster,-78,-42,,-56,-44,31
2020-04-05,United Kingdom,Middlesbrough,-79,-36,-43,-65,-48,24
2020-04-05,United Kingdom,Midlothian,-88,-41,-14,-49,-53,25
2020-04-05,United Kingdom,Milton Keynes,-83,-43,-10,-77,-52,15
2020-04-05,United Kingdom,Monmouthshire,-81,-50,-54,-55,-53,16
2020-04-05,United Kingdom,Moray,-85,-42,-35,-51,-54,12
2020-04-05,United Kingdom,Na h-Eileanan an Iar,-89,-41,,-57,-54,
2020-04-05,United Kingdom,Neath Port Talbot Principle Area,-72,-34,-37,-55,-44,24
2020-04-05,United Kingdom,Newport,-79,-43,-33,-65,-48,26
2020-04-05,United Kingdom,Newry and Mourne And Down,-86,-41,-71,-61,-53,30
2020-04-05,United Kingdom,Norfolk,-83,-46,-42,-58,-50,13
2020-04-05,United Kingdom,North Ayrshire Council,-80,-34,-24,-62,-50,25
2020-04-05,United Kingdom,North East Lincolnshire,-82,-42,-50,-55,-42,23
2020-04-05,United Kingdom,North Lanarkshire,-75,-34,,-54,-48,13
2020-04-05,United Kingdom,North Lincolnshire,-74,-37,-30,-45,-46,23
2020-04-05,United Kingdom,North Somerset,-82,-47,-38,-87,-53,27
2020-04-05,United Kingdom,North Yorkshire,-85,-45,-48,-69,-54,14
2020-04-05,United Kingdom,Northamptonshire,-81,-37,-37,-67,-46,14
2020-04-05,United Kingdom,Northumberland,-80,-36,-53,-52,-51,13
2020-04-05,United Kingdom,Nottinghamshire,-86,-43,-36,-76,-53,15
2020-04-05,United Kingdom,Orkney,-83,-40,,,-64,
2020-04-05,United Kingdom,Oxfordshire,-85,-43,-29,-76,-57,16
2020-04-05,United Kingdom,Pembrokeshire,-86,-46,-62,-57,-46,18
2020-04-05,United Kingdom,Perth and Kinross,-84,-44,-27,-63,-53,27
2020-04-05,United Kingdom,Peterborough,-78,-38,-36,-74,-41,17
2020-04-05,United Kingdom,Plymouth,-85,-45,-34,-65,-54,18
2020-04-05,United Kingdom,Portsmouth,-86,-40,-18,-67,-54,19
2020-04-05,United Kingdom,Powys,-86,-45,-46,-53,-46,24
2020-04-05,United Kingdom,Reading,-86,-43,3,-84,-55,33
2020-04-05,United Kingdom,Redcar and Cleveland,-84,-39,-39,-48,-50,25
2020-04-05,United Kingdom,Renfrewshire,-84,-38,6,-84,-55,29
2020-04-05,United Kingdom,Rhondda Cynon Taff,-78,-39,-29,-48,-51,18
2020-04-05,United Kingdom,Rutland,-93,-39,-70,,-54,
2020-04-05,United Kingdom,Scottish Borders,-84,-42,-26,-34,-49,20
2020-04-05,United Kingdom,Shetland Islands,-84,-49,,-54,-59,
2020-04-05,United Kingdom,Shropshire,-83,-45,-43,-65,-49,14
2020-04-05,United Kingdom,Slough,-76,-38,3,-75,-51,31
2020-04-05,United Kingdom,Somerset,-82,-44,-43,-67,-48,14
2020-04-05,United Kingdom,South Ayrshire Council,-86,-43,-42,-54,-53,20
2020-04-05,United Kingdom,South Gloucestershire,-80,-38,-5,-56,-52,20
2020-04-05,United Kingdom,South Lanarkshire,-75,-34,0,-60,-52,14
2020-04-05,United Kingdom,South Yorkshire,-83,-38,-22,-66,-51,14
2020-04-05,United Kingdom,Southampton,-85,-37,-36,-66,-52,15
2020-04-05,United Kingdom,Southend-on-Sea,-84,-31,-21,-73,-55,29
2020-04-05,United Kingdom,Staffordshire,-83,-40,-41,-71,-54,14
2020-04-05,United Kingdom,Stirling,-86,-46,-49,-73,-58,11
2020-04-05,United Kingdom,Stockton-on-Tees,-80,-43,-34,-59,-50,26
2020-04-05,United Kingdom,Stoke-on-Trent,-80,-42,-24,-69,-49,14
2020-04-05,United Kingdom,Suffolk,-83,-46,-42,-58,-50,14
2020-04-05,United Kingdom,Surrey,-82,-40,-34,-69,-57,16
2020-04-05,United Kingdom,Swansea,-82,-47,-47,-69,-53,19
2020-04-05,United Kingdom,Swindon,-82,-40,2,-63,-51,29
2020-04-05,United Kingdom,Thurrock,-85,-43,-14,-48,-49,30
2020-04-05,United Kingdom,Torbay,-84,-39,-41,-58,-53,24
2020-04-05,United Kingdom,Torfaen Principal Area,-78,-34,,-46,-50,24
2020-04-05,United Kingdom,Tyne and Wear,-81,-41,-37,-68,-55,14
2020-04-05,United Kingdom,Vale of Glamorgan,-81,-47,-55,-69,-56,27
2020-04-05,United Kingdom,Warrington,-83,-37,-5,-67,-49,27
2020-04-05,United Kingdom,Warwickshire,-84,-40,-40,-70,-54,15
2020-04-05,United Kingdom,West Berkshire,-86,-45,-26,-82,-55,30
2020-04-05,United Kingdom,West Dunbartonshire Council,-73,-36,,-48,-50,23
2020-04-05,United Kingdom,West Lothian,-71,-21,-22,-48,-49,27
2020-04-05,United Kingdom,West Midlands,-82,-41,-22,-74,-55,15
2020-04-05,United Kingdom,West Sussex,-82,-41,-21,-87,-54,15
2020-04-05,United Kingdom,West Yorkshire,-81,-39,-23,-68,-52,15
2020-04-05,United Kingdom,Wiltshire,-81,-42,-40,-66,-53,14
2020-04-05,United Kingdom,Windsor and Maidenhead,-87,-38,-53,-73,-58,31
2020-04-05,United Kingdom,Wokingham,-79,-50,2,-59,-59,32
2020-04-05,United Kingdom,Worcestershire,-84,-44,-30,-69,-55,14
2020-04-05,United Kingdom,Wrexham Principal Area,-78,-40,-36,-57,-46,24
2020-04-05,United Kingdom,York,-88,-47,-46,-82,-61,30
2020-04-05,Georgia,Total,-68,-36,-23,-56,-43,14
2020-04-05,Ghana,Total,-52,-40,-33,-58,-13,20
2020-04-05,Greece,Total,-85,-45,-70,-80,-55,21
2020-04-05,Guatemala,Total,-63,-33,-51,-64,-33,17
2020-04-05,Guinea-Bissau,Total,-64,,,,-25,
2020-04-05,Hong Kong,Total,-37,-16,-52,-47,-27,17
2020-04-05,Honduras,Total,-88,-83,-66,-84,-56,22
2020-04-05,Croatia,Total,-76,-44,-30,-66,-46,13
2020-04-05,Croatia,Bjelovar-Bilogora County,-75,-42,-21,-73,-45,21
2020-04-05,Croatia,Brod-Posavina County,-75,-48,,-78,-45,20
2020-04-05,Croatia,City of Zagreb,-77,-49,-10,-65,-46,14
2020-04-05,Croatia,Dubrovnik-Neretva County,-79,-42,-49,-70,-54,23
2020-04-05,Croatia,Istria County,-67,-43,-16,-70,-41,13
2020-04-05,Croatia,Karlovac County,-76,-42,7,-63,-47,24
2020-04-05,Croatia,Koprivnica-Križevci County,-76,-48,,,-40,22
2020-04-05,Croatia,Krapina-Zagorje County,-82,-51,,-52,-45,28
2020-04-05,Croatia,Lika-Senj County,-71,-35,-55,-83,-40,
2020-04-05,Croatia,Međimurje County,-80,-46,,-74,-52,22
2020-04-05,Croatia,Osijek-Baranja County,-78,-33,22,-71,-44,11
2020-04-05,Croatia,Požega-Slavonia County,-77,-40,,-63,-44,0
2020-04-05,Croatia,Primorje-Gorski Kotar County,-77,-46,-30,-75,-45,13
2020-04-05,Croatia,Sisak-Moslavina County,-69,-47,-51,-67,-37,23
2020-04-05,Croatia,Split-Dalmatia County,-79,-42,-25,-75,-53,16
2020-04-05,Croatia,Varaždin County,-80,-44,-38,-78,-42,25
2020-04-05,Croatia,Virovitica-Podravina County,-77,-36,,-70,-49,1
2020-04-05,Croatia,Vukovar-Srijem County,-73,-33,,-60,-43,20
2020-04-05,Croatia,Zadar County,-75,-43,-13,-74,-45,16
2020-04-05,Croatia,Zagreb County,-79,-44,-42,-63,-50,13
2020-04-05,Croatia,Šibenik-Knin County,-73,-37,-9,-63,-45,15
2020-04-05,Haiti,Total,-34,-35,-17,-51,-12,7
2020-04-05,Hungary,Total,-54,-27,20,-44,-29,8
2020-04-05,Hungary,Baranya,-60,-27,53,-35,-25,7
2020-04-05,Hungary,Borsod-Abaúj-Zemplén,-43,-27,61,-23,-23,6
2020-04-05,Hungary,Budapest,-67,-28,-26,-62,-36,11
2020-04-05,Hungary,Bács-Kiskun,-49,-24,27,-40,-25,7
2020-04-05,Hungary,Békés County,-38,-21,5,-36,-22,6
2020-04-05,Hungary,Csongrád,-55,-23,7,-35,-26,8
2020-04-05,Hungary,Fejér,-38,-27,63,-39,-31,7
2020-04-05,Hungary,Gyor-Moson-Sopron,-60,-34,36,-47,-35,9
2020-04-05,Hungary,Hajdú-Bihar,-52,-32,59,-46,-25,7
2020-04-05,Hungary,Heves County,-45,-29,8,-32,-37,10
2020-04-05,Hungary,Jász-Nagykun-Szolnok,-38,-21,37,-40,-20,6
2020-04-05,Hungary,Komárom-Esztergom,-40,-24,111,-29,-25,7
2020-04-05,Hungary,Nógrád County,-31,-19,-29,-14,-22,17
2020-04-05,Hungary,Pest County,-41,-26,104,-19,-27,8
2020-04-05,Hungary,Somogy County,-41,-26,49,-28,-26,8
2020-04-05,Hungary,Szabolcs-Szatmár-Bereg,-35,-32,0,-31,-23,6
2020-04-05,Hungary,Tolna County,-35,-27,,-36,-24,17
2020-04-05,Hungary,Vas County,-54,-35,19,-35,-34,11
2020-04-05,Hungary,Veszprém,-38,-25,65,-22,-31,7
2020-04-05,Hungary,Zala County,-53,-34,8,-34,-34,9
2020-04-05,Indonesia,Total,-43,-24,-50,-58,-17,14
2020-04-05,Ireland,Total,-81,-33,-59,-79,-52,20
2020-04-05,Ireland,County Carlow,-81,-26,-56,-70,-47,9
2020-04-05,Ireland,County Cavan,-78,-34,-46,-57,-45,21
2020-04-05,Ireland,County Clare,-77,-26,-64,-81,-51,32
2020-04-05,Ireland,County Cork,-82,-41,-75,-83,-51,20
2020-04-05,Ireland,County Donegal,-80,-33,-53,-62,-48,29
2020-04-05,Ireland,County Dublin,-81,-30,-51,-81,-57,21
2020-04-05,Ireland,County Galway,-82,-32,-72,-71,-52,21
2020-04-05,Ireland,County Kerry,-82,-40,-78,-85,-54,30
2020-04-05,Ireland,County Kildare,-81,-30,-64,-70,-52,21
2020-04-05,Ireland,County Kilkenny,-81,-36,-75,-74,-47,30
2020-04-05,Ireland,County Laois,-77,-32,-70,-84,-44,22
2020-04-05,Ireland,County Leitrim,-92,-39,-59,,-50,
2020-04-05,Ireland,County Limerick,-81,-33,-68,-77,-50,33
2020-04-05,Ireland,County Longford,-76,-36,,,-45,
2020-04-05,Ireland,County Louth,-80,-30,-64,-75,-49,31
2020-04-05,Ireland,County Mayo,-87,-36,-50,-85,-48,29
2020-04-05,Ireland,County Meath,-75,-27,-50,-53,-47,22
2020-04-05,Ireland,County Monaghan,-79,-35,,-74,-43,18
2020-04-05,Ireland,County Offaly,-75,-32,-51,-62,-47,26
2020-04-05,Ireland,County Roscommon,-83,-31,,,-47,18
2020-04-05,Ireland,County Sligo,-88,-42,-58,-79,-49,9
2020-04-05,Ireland,County Tipperary,-79,-31,-74,-81,-46,29
2020-04-05,Ireland,County Waterford,-86,-41,-85,-81,-48,28
2020-04-05,Ireland,County Westmeath,-83,-44,-59,-81,-52,27
2020-04-05,Ireland,County Wexford,-79,-34,-71,-72,-49,30
2020-04-05,Ireland,County Wicklow,-85,-33,-74,-73,-53,35
2020-04-05,Israel,Total,-75,6,-52,-57,-60,30
2020-04-05,India,Total,-77,-65,-56,-71,-43,21
2020-04-05,Iraq,Total,-65,-43,-47,-62,-55,21
2020-04-05,Italy,Total,-95,-82,-90,-86,-62,24
2020-04-05,Italy,Abruzzo,-95,-79,-90,-89,-62,25
2020-04-05,Italy,Aosta,-96,-87,-89,-86,-64,34
2020-04-05,Italy,Apulia,-94,-81,-88,-88,-63,25
2020-04-05,Italy,Basilicata,-93,-79,-78,-83,-59,22
2020-04-05,Italy,Calabria,-95,-91,-85,-90,-62,22
2020-04-05,Italy,Campania,-95,-74,-90,-88,-66,24
2020-04-05,Italy,Emilia-Romagna,-96,-93,-88,-87,-63,24
2020-04-05,Italy,Friuli-Venezia Giulia,-95,-94,-91,-83,-58,24
2020-04-05,Italy,Lazio,-94,-71,-89,-87,-61,24
2020-04-05,Italy,Liguria,-94,-78,-91,-84,-59,23
2020-04-05,Italy,Lombardy,-96,-77,-90,-88,-64,24
2020-04-05,Italy,Marche,-95,-86,-91,-85,-64,27
2020-04-05,Italy,Molise,-94,-81,-84,-81,-59,28
2020-04-05,Italy,Piedmont,-95,-80,-88,-85,-59,23
2020-04-05,Italy,Sardinia,-94,-92,-87,-80,-54,22
2020-04-05,Italy,Sicily,-96,-93,-91,-89,-67,25
2020-04-05,Italy,Trentino-South Tyrol,-95,-93,-91,-85,-64,25
2020-04-05,Italy,Tuscany,-95,-81,-90,-84,-61,25
2020-04-05,Italy,Umbria,-95,-86,-86,-80,-59,25
2020-04-05,Italy,Veneto,-96,-95,-91,-88,-61,25
2020-04-05,Jamaica,Total,-58,-39,-54,-55,-33,13
2020-04-05,Jordan,Total,-69,-44,-56,-88,-70,27
2020-04-05,Japan,Total,-25,2,3,-43,-13,8
2020-04-05,Japan,Aichi,-19,5,19,-43,-10,7
2020-04-05,Japan,Akita,-14,2,-23,-38,-6,7
2020-04-05,Japan,Aomori,-21,2,-12,-35,-8,6
2020-04-05,Japan,Chiba,-35,-1,-14,-53,-18,10
2020-04-05,Japan,Ehime,-18,4,58,-24,-6,6
2020-04-05,Japan,Fukui,-35,3,-20,-41,-17,10
2020-04-05,Japan,Fukuoka,-25,3,34,-50,-14,8
2020-04-05,Japan,Fukushima,-15,3,4,-36,-8,7
2020-04-05,Japan,Gifu,-22,6,1,-35,-10,8
2020-04-05,Japan,Gunma,-20,0,-1,-40,-9,7
2020-04-05,Japan,Hiroshima,-15,8,27,-32,-9,5
2020-04-05,Japan,Hokkaido,-14,2,-16,-36,-11,5
2020-04-05,Japan,Hyogo,-18,6,14,-39,-11,6
2020-04-05,Japan,Ibaraki,-25,-1,-24,-44,-11,9
2020-04-05,Japan,Ishikawa,-21,9,-12,-43,-10,7
2020-04-05,Japan,Iwate,-12,5,-18,-33,-7,6
2020-04-05,Japan,Kagawa,-14,6,46,-33,-6,5
2020-04-05,Japan,Kagoshima,-10,7,29,-27,-4,5
2020-04-05,Japan,Kanagawa,-34,1,-3,-48,-20,10
2020-04-05,Japan,Kochi,-14,2,18,-18,-7,5
2020-04-05,Japan,Kumamoto,-18,3,32,-25,-10,6
2020-04-05,Japan,Kyoto,-25,6,12,-48,-12,7
2020-04-05,Japan,Mie,-17,8,-1,-41,-8,7
2020-04-05,Japan,Miyagi,-31,0,-2,-54,-16,9
2020-04-05,Japan,Miyazaki,-13,5,19,-27,-6,5
2020-04-05,Japan,Nagano,-18,5,-7,-42,-7,6
2020-04-05,Japan,Nagasaki,-15,8,29,-34,-7,6
2020-04-05,Japan,Nara,-13,16,55,-30,-9,6
2020-04-05,Japan,Niigata,-14,2,-31,-43,-9,7
2020-04-05,Japan,Oita,-18,3,16,-30,-10,6
2020-04-05,Japan,Okayama,-15,5,39,-28,-8,5
2020-04-05,Japan,Okinawa,-19,2,-18,-40,-8,6
2020-04-05,Japan,Osaka,-29,4,19,-48,-14,7
2020-04-05,Japan,Saga,-15,5,25,-34,-8,7
2020-04-05,Japan,Saitama,-30,-1,-9,-50,-18,9
2020-04-05,Japan,Shiga,-15,10,34,-37,-8,6
2020-04-05,Japan,Shimane,-4,13,53,-5,-3,3
2020-04-05,Japan,Shizuoka,-18,6,16,-40,-10,7
2020-04-05,Japan,Tochigi,-21,1,-11,-40,-8,7
2020-04-05,Japan,Tokushima,-13,6,51,-16,-5,5
2020-04-05,Japan,Tokyo,-50,-4,-30,-58,-27,12
2020-04-05,Japan,Tottori,-5,13,13,-22,-5,4
2020-04-05,Japan,Toyama,-25,6,-5,-41,-9,8
2020-04-05,Japan,Wakayama,-13,9,53,-23,-5,5
2020-04-05,Japan,Yamagata,-19,2,-25,-45,-10,7
2020-04-05,Japan,Yamaguchi,-10,8,57,-20,-6,5
2020-04-05,Japan,Yamanashi,-19,5,3,-35,-8,7
2020-04-05,Kenya,Total,-43,-29,-19,-37,-20,17
2020-04-05,Kyrgyzstan,Total,-76,-67,-35,-75,-46,16
2020-04-05,Cambodia,Total,-41,-27,-30,-58,-20,11
2020-04-05,South Korea,Total,-17,14,46,-14,-13,6
2020-04-05,Kuwait,Total,-59,-33,-51,-52,-48,25
2020-04-05,Kuwait,Al Ahmadi Governorate,-57,-32,-44,-38,-39,23
2020-04-05,Kuwait,Al Asimah Governate,-70,-37,-60,-55,-54,23
2020-04-05,Kuwait,Al Farwaniyah Governorate,-53,-36,-51,-60,-45,28
2020-04-05,Kuwait,Al Jahra Governorate,-51,-30,-32,-21,-35,21
2020-04-05,Kuwait,Hawalli Governorate,-62,-30,-59,-41,-57,27
2020-04-05,Kuwait,Mubarak Al-Kabeer Governorate,-58,-35,-51,-36,-54,22
2020-04-05,Kazakhstan,Total,-62,-43,-30,-47,-36,12
2020-04-05,Laos,Total,-59,-41,-23,-67,-19,15
2020-04-05,Lebanon,Total,-68,-39,-47,-81,-37,13
2020-04-05,Liechtenstein,Total,-74,-18,,,,
2020-04-05,Sri Lanka,Total,-84,-84,-55,-77,-45,31
2020-04-05,Lithuania,Total,-63,-26,63,-49,-28,8
2020-04-05,Lithuania,Alytus County,-62,-25,66,-64,-26,21
2020-04-05,Lithuania,Kaunas County,-65,-27,43,-54,-28,8
2020-04-05,Lithuania,Klaipėda County,-59,-13,79,-26,-32,8
2020-04-05,Lithuania,Marijampolė County,-47,-31,-3,-28,-20,21
